rating,review_length_text,review_length_title,polarity_text,polarity_title,subjectivity_text,subjectivity_title,lemmatized_text,lemmatized_title,day_of_week,month,year
5,103,3,0.1524935064935065,0.0,0.5642402597402596,0.0,"['drop', 'ocean', 'number', 'review', 'voice', 'I', 'm', 'brit', 'usually', 'premium', 'travel', 'nonwestern', 'singapore', 'sia', 'family', 'trip', 'impress', 'cater', 'sia', 'partly', 'also', 'reflect', 'sia', 'cost', 'cutting', 'since', 'covid', 'film', 'selection', 'tad', 'limited', 'nonfrench', 'speaker', 'compare', 'pilot', 'communication', 'economy', 'class', 'food', 'hopefully', 'sign', 'era']","['economy', 'class', 'surprise']",Monday,1,2023
1,230,8,0.0753571428571428,0.0,0.3379761904761905,0.0,"['euro', 'fly', 'basel', 'mulhouse', 'singapore', 'singapore', 'brisbane', 'I', 've', 'decide', 'christmas', 'season', 'plan', 'strike', 'mean', 'start', 'january', 'miss', 'opportunity', 'modify', 'ticket', 'luggage', 'day', 'I', 've', 'contact', 'nobody', 'reply', 'ignore', 'whatsapp', 'reply', 'email', 'responsibility', 'contact', 'qanta', 'last', 'however', 'baggage', 'last', 'charles', 'de', 'gaulle', 'believe', 'employee', 'simply', 'steal', 'vanish', 'also', 'add', 'allianz', 'insurance', 'have', 'reply', 'online', 'form', 'day', 'I', 've', 'financial', 'help', 'reply', 'anyone', 'I', 've', 'life', 'single', 'I', 've', 'issue', 'cancel', 'date', 'modify', 'luggage', 'lose', 'apology', 'customer', 'inexistant', 'euro', 'lose', 'christmas', 'spend', 'family', 'due', 'strike', 'apology']","['euro', 'lose', 'steal', 'bagge']",Monday,1,2023
1,126,23,0.0462499999999999,0.0,0.57375,0.0,"['travel', 'light', 'purposely', 'carry', 'carry', 'force', 'bag', 'bag', 'confused', 'feel', 'discriminated', 'feeling', 'unfairly', 'treat', 'assured', 'explain', 'catch', 'arrive', 'mumbai', 'enough', 'pick', 'bag', 'catch', 'care', 'people', 'large', 'carton', 'feel', 'personal']","['check', 'carry', 'bag', 'feel', 'like', 'discriminated', 'take', 'airline']",Saturday,12,2022
1,44,5,0.1,0.8,0.5357142857142857,0.9,"['september', 'pretty', 'smooth', 'till', 'git', 'inform', 'lose', 'baggage', 'usually', 'lose', 'baggage', 'avoid', 'unnecessary', 'mental', 'issue', 'fly']","['never', 'ever', 'fly']",Friday,12,2022
1,195,4,0.0750178837276005,0.0,0.6326923076923078,0.0,"['husband', 'economic', 'ticket', 'extra', 'baggage', 'gift', 'family', 'handover', 'hand', 'luggage', 'lago', 'via', 'cdg', 'arrive', 'lago', 'baggage', 'fill', 'claim', 'form', 'baggage', 'pariscalle', 'day', 'speak', 'anyone', 'toairport', 'times', 'baggage', 'arrive', 'christmas', 'clothing', 'fall', 'ill', 'stress', 'day', 'have', 'receive', 'baggage', 'husband', 'prescribe', 'meditation', 'have', 'arrive', 'either', 'prioritise', 'search', 'day', 'have', 'calledus', 's', 'update', 'inventory', 'form', 'fill', 'stilllondon', 'lago', 'can', 'information', 'help', 'ruin', 'holiday', 'family', 'year', 'item', 'lovingly', 'pick', 'can', 'husband', 'medication', 'fall', 'ill', 'expensive', 'private', 'health', 'care', 'provider', 'expensive', 'international', 'phone', 'hour', 'end', 'can', 'help', 'track', 'form', 'fill', 'altered', 'phone', 'number', 'ireland', 'add', 'live', 'london', 'help']","['lose', 'baggage', 'christmas']",Friday,12,2022
1,38,1,-0.1333333333333333,0.0,0.7000000000000001,0.0,"['lose', 'expense', 'match', 'expense', 'send', 'month', 'refund', 'communication', 'help', 'platitude', 'lie', 'fly', 'else', 'cdg', 'company', 'ever']",['despicable'],Friday,12,2022
2,23,2,-0.502,-0.6999999999999998,0.7266666666666667,0.6666666666666666,"['inflight', 'entertainment', 'food', 'inflight', 'halding', 'bag', 'extreamly', 'ground', 'blr']","['bad', 'service']",Thursday,12,2022
1,56,1,0.0333333333333333,0.0,0.7000000000000001,0.0,"['atmosphere', 'chair', 'uncomfy', 'lifeless', 'food', 'person', 'serve', 'drink', 'bottle', 'gavisconthey', 'noso', 'settle', 'bottle', 'water', 'instead', 'thank', 'lord', 'ticket']",['review'],Wednesday,12,2022
1,158,4,0.0118681318681318,-0.0769230769230769,0.5998901098901099,0.2692307692307692,"['loose', 'customer', 'bag', 'travel', 'aug', 'india', 'via', 'lose', 'bag', 'file', 'claim', 'have', 'receive', 'bag', 'people', 'lose', 'bag', 'loose', 'people', 'bag', 'seem', 'authority', 'punish', 'hence', 'grant', 'customer', 'help', 'rude', 'response', 'report', 'dot', 'proudly', 'ahead', 'report', 'dot', 'understand', 'prepare', 'summer', 'rush', 'loose', 'people', 'bag', 'mean', 'wrong', 'operation', 'purposefully', 'customer', 'aware']","['always', 'loose', 'customer', 'bag']",Wednesday,12,2022
1,27,3,-0.15,0.0,0.3,0.0,"['delay', 'seat', 'downgrade', 'sell', 'else', 'rude', 'unhelpful', 'refuse', 'speak', 'english']","['never', 'recommend']",Monday,12,2022
1,127,9,-0.1407894736842105,0.0,0.5973684210526315,0.0,"['anyone', 'plan', 'travel', 'please', 'aware', 'reputation', 'world', 'lose', 'luggage', 'fb', 'group', 'chat', 'forum', 'follower', 'report', 'experience', 'luggage', 'miss', 'month', 'comedy', 'error', 'misrecorde', 'name', 'deliver', 'wrong', 'bag', 'closing', 'report', 'etc', 'boring', 'story', 'full', 'travel', 'frequently', 'experience', 'upside', 'business', 'class', 'seat', 'comfortable', 'however', 'tempt', 'fly', 'klm', 'partner', 'taint', 'brush', 'unfairly']","['wish', 'i', 'd', 'know', 'fly', 'air', 'france']",Monday,12,2022
1,50,5,-0.3333333333333333,0.0,0.3333333333333333,0.0,"['luggage', 'lose', 'responsibility', 'third', 'party', 'baggage', 'handle', 'third', 'party', 'sky', 'handle', 'answer', 'phone', 'update', 'online', 'tracker', 'customer', 'sky', 'handling']","['luggage', 'lose', 'answer']",Sunday,12,2022
1,94,9,0.1,0.0,0.6875,0.0,"['online', 'request', 'glutenfree', 'meal', 'twice', 'confirm', 'meal', 'order', 'however', 'hour', 'miami', 'forget', 'provide', 'gluten', 'free', 'meal', 'gluten', 'pass', 'enjoy', 'nuts', 'juice', 'hour', 'contact', 'sorry', 'compensation', 'error', 'moral', 'storyif', 'glutenfree', 'meal', 'business', 'class', 'meal', 'board']","['glutenfree', 'meal', 'hoursparis', 'miami', 'fl']",Monday,11,2022
1,124,9,0.0237499999999999,0.0,0.5427777777777778,0.0,"['zanzibar', 'fraud', 'contract', 'business', 'class', 'lounge', 'business', 'class', 'ticket', 'lounge', 'zanzibar', 'usd', 'business', 'class', 'able', 'lounge', 'sure', 'advise', 'discovery', 'attempt', 'enter', 'lounge', 'contact', 'refund', 'responsible', 'business', 'lounge', 'outside', 's', 'collect', 'money', 'false', 'pretense', 'away', 'shame']","['air', 'france', 'business', 'class', 'lounge', 'zanzibar', 'nonexistent']",Monday,11,2022
1,134,5,0.0999999999999999,-0.05,0.3041666666666666,0.075,"['wife', 'return', 'home', 'direct', 'arrive', 'boston', 'bagsand', 'bag', 'medicine', 'medical', 'equipment', 'bagsafter', 'hour', 'able', 'bag', 'francewe', 'bag', 'deliver', 'next', 'deliver', 'homenow', 'day', 'bagsair', 'locate', 'themdnata', 'contract', 'handle', 'lose', 'bag', 'anythingafter', 'dozen', 'phone', 'bag', 'day', 'arrive', 'system', 'brokenwhatever', 'anything', 'critical', 'unless', 'liquid']","['service', 'miss', 'action']",Monday,11,2022
1,232,3,0.0901960784313725,0.0,0.5460784313725491,0.0,"['cdg', 'handle', 'volume', 'visitor', 'enough', 'day', 'baggage', 'delay', 'despite', 'effort', 'ensure', 'hotel', 'address', 'duration', 'stay', 'update', 'requste', 'piror', 'deliver', 'send', 'left', 'day', 'route', 'cdg', 'customer', 'hotline', 'placebo', 'frustrating', 'feel', 'helpless', 'despair', 'bring', 'urgency', 'anyone', 'reach', 'anyone', 'else', 'however', 'update', 'note', 'claim', 'seem', 'help', 'home', 'submit', 'baggage', 'delay', 'claim', 'process', 'claiming', 'feel', 'familar', 'week', 'pass', 'customer', 'hotline', 'operate', 'pm', 'pm', 'count', 'lucky', 'speak', 'customer', 'process', 'turn', 'around', 'claim', 'currently', 'happen', 'fly', 'however', 'happen', 'wish', 'read', 'post', 'certaintly', 'wish', 'read', 'traveler', 'post', 'booking']","['can', 'not', 'bother']",Saturday,11,2022
1,54,1,0.0,0.0,0.6,0.0,"['wanted', 'bring', 'music', 'instrument', 'week', 'different', 'people', 'phone', 'different', 'opinion', 'cancel', 'hotline', 'sshow']",['sshow'],Thursday,11,2022
5,165,6,0.5705128205128205,0.475,0.7487179487179488,0.35,"['thank', 'comfortable', 'enjoyable', 'delta', 'amsterdam', 'canelle', 'delta', 'team', 'rebooke', 'edinburgh', 'jfk', 'th', 'october', 'relieved', 'space', 'quality', 'full', 'comfort', 'headphone', 'slot', 'neat', 'space', 'seat', 'adjustable', 'foot', 'rest', 'pad', 'blanket', 'hand', 'eye', 'mask', 'ear', 'plug', 'etc', 'lovely', 'colour', 'reusable', 'zip', 'bagcosmetic', 'bag', 'food', 'exellent', 'snack', 'main', 'course', 'man', 'polite', 'patient', 'attentive', 'charming', 'believe', 'luck', 'delta', 'comfort', 'home', 'patch', 'impress', 'happy', 'comfortable', 'journey', 'meet', 'family', 'husband', 'th', 'birthday', 'faultless']","['good', 'flight', 'long', 'time']",Wednesday,11,2022
1,36,4,0.1416666666666666,0.0,0.6,0.0,"['cancel', 'ticket', 'day', 'claiming', 'request', 'ticket', 'full', 'refund', 'original', 'dishon']","['steal', 'money']",Wednesday,11,2022
1,206,6,-0.1144444444444444,-0.4,0.3066666666666667,0.6,"['comfort', 'average', 'however', 'refund', 'history', 'company', 'refund', 'first', 'happen', 'war', 'ukraine', 'fight', 'month', 'finally', 'refund', 'second', 'happen', 'recently', 'ticket', 'minute', 'cancel', 'regardless', 'refund', 'request', 'almost', 'month', 'information', 'complete', 'tryie', 'local', 'country', 'support', 'send', 'sale', 'department', 'sale', 'department', 'send', 'local', 'support', 'update', 'request', 'social', 'medium', 'support', 'page', 'ignore', 'issue', 'send', 'repetitive', 'useless', 'answer', 'claim', 'close', 'solve', 'notify', 'money', 'currency', 'rate', 'change', 'lose', 'ticket', 'price', 'fraud']","['poor', 'customer', 'service', 'problem', 'refund']",Wednesday,11,2022
1,179,4,0.2204761904761905,0.0,0.5997619047619049,0.0,"['originally', 'ticket', 'klm', 'experience', 'hell', 'reschedule', 'inbound', 'fly', 'ticket', 'first', 'invoice', 'pass', 'company', 'mess', 'story', 'invoicenone', 'workedthey', 'incompetent', 'people', 'costumer', 'cs', 'idea', 'cs', 'joke', 'fly', 'baby', 'crying', 'night', 'kicking', 'seat', 'inboundoutbound', 'create', 'special', 'section', 'family', 'welli', 'gluten', 'free', 'mealit', 'came', 'care', 'meal', 'whatever', 'plan', 'europefly', 'swiss', 'klm', 'fly', 'airfrancenever']","['hell', 'air']",Wednesday,11,2022
1,240,8,0.0692708333333333,-0.4,0.3952380952380953,0.6,"['upcoming', 'via', 'bank', 'transfer', 'instruct', 'day', 'full', 'log', 'onto', 'booking', 'update', 'detail', 'cancel', 'ring', 'multiple', 'discuss', 'email', 'reference', 'number', 'confirmation', 'number', 'show', 'proof', 'payment', 'booking', 'have', 'speak', 'manager', 'ring', 'hour', 're', 'busy', 'can', 'file', 'complaint', 'll', 'require', 'cancel', 'booking', 'round', 'circle', 'ring', 'request', 'recall', 'initial', 'payment', 'advise', 'can', 'initial', 'fee', 'booking', 'cancel', 'advisor', 'd', 'price', 'though', 'booking', 'reference', 'pull', 'detail', 'original', 'booking', 'frustrating', 'simple', 'fix', 'round', 'circle', 'listen', 'customer', 'suppose', 'fly', 'week', 'non', 'wise', 'whether', 'money', 'rebook', 'twice', 'price', 'fault', 'advice', 'other']","['air', 'france', 'bank', 'transfer', 'poor', 'customer', 'service']",Sunday,10,2022
1,120,5,-0.0166666666666666,0.0,0.6333333333333333,0.0,"['wife', 'upgrade', 'premium', 'economy', 'delta', 'comfort', 'travel', 'minneapolis', 'premium', 'seat', 'nit', 'decline', 'research', 'learn', 'year', 'steward', 'understand', 'apologize', 'seat', 'complain', 'address', 'seat', 'delta', 'comfort', 'sleep', 'hour', 'restroom', 'delta', 'comfort', 'behind', 'asleep', 'ashamed', 'fly', 'overseas', 'europe', 'deserve', 'business', 'money']","['premium', 'seat', 'still', 'do', 'not', 'recline']",Sunday,10,2022
1,178,8,0.0076923076923076,0.0,0.1628205128205128,0.0,"['leave', 'review', 'online', 'law', 'minimum', 'customer', 'require', 'cancel', 'stay', 'additional', 'night', 'washington', 'dc', 'booking', 'last', 'minute', 'hotel', 'room', 'cost', 'arrive', 'day', 'miss', 'luggage', 'bunch', 'toiletry', 'etc', 'month', 'chase', 'multiple', 'money', 'online', 'agent', 'direct', 'phone', 'line', 'phone', 'line', 'hour', 'drop', 'direct', 'online', 'claim', 'form', 'sit', 'unreviewed', 'month', 'can', 'legal', 'minimum', 'reimburse', 'trust', 'legal', 'minimum', 'maintainance', 'training', 'fly', 'klm', 'shameful']","['create', 'account', 'share', 'horror', 'story']",Sunday,10,2022
3,105,12,0.2035714285714286,0.0,0.4107142857142857,0.0,"['fly', 'blr', 'casablanca', 'via', 'return', 'blr', 'casablanca', 'return', 'route', 'delay', 'choose', 'fly', 'light', 'category', 'cheap', 'baggage', 'extra', 'seat', 'selection', 'space', 'keep', 'cabin', 'baggage', 'cabin', 'space', 'full', 'copassenger', 'board', 'inflight', 'food', 'provide', 'satisfactory']","['flight', 'delay', 'four', 'flight', 'take', 'airline']",Sunday,10,2022
1,59,1,0.5681818181818181,0.0,0.6772727272727272,0.0,"['please', 'claim', 'c', 'start', 'process', 'july', 'shame', 'cancel', 'budapest', 'july', 'possibility', 'fly', 'july', 'lose', 'day', 'start', 'claim', 'process', 'share', 'story', 'can', 'leave']",['cancellation'],Saturday,10,2022
1,260,4,0.0099567099567099,-0.3166666666666667,0.4094516594516595,0.3,"['disappointment', 'company', 'star', 'first', 'travel', 'agent', 'travel', 'concierge', 'company', 'ill', 'sure', 'ill', 'spread', 'word', 'around', 'travel', 'industry', 'regard', 'business', 'class', 'experience', 'receive', 'board', 'business', 'humiliate', 'glass', 'prosecco', 'unhappy', 'stewardess', 'lily', 'rosevel', 'huge', 'attitude', 'force', 'walk', 'meter', 'glass', 'prosecco', 'receive', 'drink', 'follow', 'remark', 'first', 'last', 'prosecco', 'little', 'strange', 'business', 'class', 'right', 'glass', 'water', 'waiting', 'minute', 'force', 'stewardess', 'kitchen', 'remind', 'water', 'min', 'stewardess', 'finally', 'half', 'glass', 'water', 'receive', 'attitude', 'letter', 'french', 'police', 'meet', 'will', 'serve', 'forward', 'business', 'class', 'forbid', 'talk', 'sit', 'quietly', 'sit', 'scared', 'humiliate', 'rest', 'shame', 'recommend', 'experience', 'real', 'business', 'class', 'treatment', 'avoid', 'emirate']","['business', 'class', 'service', 'failure']",Friday,10,2022
1,98,2,-0.2833333333333333,-1.0,0.5833333333333333,1.0,"['experience', 'life', 'mean', 'travel', 'london', 'joburg', 'via', 'delay', 'next', 'joburg', 'counter', 'travel', 'follow', 'day', 'night', 'unapologetic', 'delay', 'create', 'alternative', 'disappoint', 'travel']","['horrible', 'service']",Thursday,10,2022
5,30,3,0.4083333333333334,0.875,0.5444444444444444,0.8,"['first', 'fly', 'delta', 'ticket', 'cabin', 'really', 'friendly', 'difference']","['love', 'air', 'france']",Wednesday,10,2022
2,154,5,-0.1269230769230769,1.0,0.5294871794871795,0.3,"['delay', 'jfk', 'fault', 'unknown', 'board', 'french', 'student', 'seat', 'vacate', 'seat', 'decide', 'pillow', 'cover', 'really', 'quite', 'rude', 'luckily', 'overnight', 'endure', 'student', 'seat', 'lower', 'raise', 'numerous', 'difficult', 'keep', 'tray', 'stable', 'inbuilt', 'tv', 'food', 'contact', 'via', 'online', 'booking', 'order', 'vegannon', 'dairy', 'meal', 'delta', 'facility', 'choice', 'pasta', 'chicken', 'pasta', 'egg', 'cheese', 'medical', 'incident', 'ensue', 'ingredient', 'breakfast', 'include', 'diary', 'product', 'eaten', 'choose', 'black', 'coffee', 'instead', 'pleasant', 'experience']","['good', 'experience']",Wednesday,10,2022
1,149,10,0.0516666666666666,0.105,0.3011111111111111,0.7233333333333334,"['allow', 'cabin', 'luggage', 'board', 'full', 'arrive', 'punta', 'cana', 'surprise', 'luggage', 'arrive', 'promise', 'deliver', 'hotel', 'follow', 'day', 'happen', 'hotel', 'multiple', 'mobile', 'fix', 'landline', 'answer', 'cdg', 'nightmare', 'hour', 'enough', 'f', 'confusion', 'run', 'arrive', 'almost', 'last', 'minute', 'professional', 'entertainment', 'system', 'ground', 'experience', 'ruin', 'entire', 'trip', 'cdg', 'thirdworld', 'country', 'infrastructure', 'grey', 'decrepit', 'building', 'klm', 'trip']","['good', 'departure', 'incredibly', 'bad', 'ground']",Wednesday,10,2022
1,242,3,-0.1681818181818181,-1.0,0.5278198653198654,1.0,"['outbound', 'luggage', 'mit', 'deliver', 'happen', 'however', 'complicated', 'help', 'customer', 'day', 'receive', 'confirmation', 'luggage', 'home', 'original', 'delay', 'safe', 'geht', 'connect', 'rebooke', 'really', 'next', 'day', 'confirmation', 'oportunitie', 'choose', 'option', 'notice', 'hour', 'original', 'send', 'link', 'unserious', 'email', 'suppose', 'help', 'website', 'link', 'available', 'also', 'customer', 'unreachable', 'via', 'phone', 'ticket', 'complain', 'since', 'rebook', 'around', 'hour', 'communicate', 'confirmation', 'original', 'overall', 'delay', 'luggage', 'happen', 'customer', 'handle', 'ever', 'thought', 'transport', 'company', 'tsaradia', 'cotisse', 'bus', 'el', 'condor', 'week', 'journey', 'madasgacar', 'fly']","['bad', 'airline', 'ever']",Monday,10,2022
4,37,5,0.2,0.5,0.37,0.8888888888888888,"['maybe', 'seem', 'recent', 'canada', 'hour', 'almost', 'enjoyable', 'reminiscent', 'british', 'airways', 'twenty', 'year']","['sure', 'beat', 'fly', 'air', 'canada']",Sunday,8,2022
5,130,4,0.4404861111111111,0.25,0.6326388888888889,0.3333333333333333,"['first', 'fly', 'cheap', 'option', 'fault', 'cabin', 'man', 'cdg', 'pleasant', 'efficient', 'arrive', 'cdg', 'transfer', 'effortlessly', 'lpa', 'cabin', 'efficient', 'helpful', 'return', 'journey', 'equally', 'pleasant', 'surprise', 'snack', 'drink', 'provide', 'board', 'sell', 'scratch', 'card', 'uk', 'seem', 'comment', 'hold', 'luggage', 'reliability', 'cabin', 'luggage', 'pleasant', 'usual', 'holiday', 'maker', 'uk', 'loud', 'excitable', 'rowdy', 'sometimes', 'argumentative']","['first', 'time', 'af']",Sunday,8,2022
1,103,12,-0.0882093663911845,0.0,0.5798071625344353,0.0,"['bag', 'miss', 'year', 'trip', 'europe', 'finally', 'return', 'day', 'valuable', 'content', 'bag', 'worth', 'item', 'bank', 'statement', 'hotel', 'detail', 'documentation', 'provide', 'month', 'review', 'hour', 'phone', 'countless', 'email', 'insane', 'process', 'decide', 'reward', 'absolute', 'joke', 'company', 'I', 've', 'fly', 'plus', 'country', 'easily', 'travel', 'experience', 'life']","['bag', 'delay', 'content', 'steal', 'month', 'review', 'give', 'nothing']",Saturday,8,2022
1,102,2,-0.4099435763888889,-0.6999999999999998,0.5480555555555554,0.6666666666666666,"['travel', 'experience', 'life', 'customer', 'rude', 'unorganized', 'system', 'unprofessionally', 'structure', 'change', 'inform', 'lose', 'instead', 'catch', 'double', 'cancel', 'return', 'show', 'solutionwith', 'undergo', 'treatment', 'suppose', 'facilitate', 'trip', 'ruther', 'hurch', 'recommend', 'anyone']","['bad', 'service']",Saturday,8,2022
5,425,2,0.1006944444444444,0.6000000000000001,0.5430555555555557,0.9,"['impressed', 'recently', 'fly', 'ny', 'bangalore', 'wife', 'month', 'son', 'saying', 'exactly', 'nightmare', 'plan', 'wife', 'follow', 'order', 'food', 'sleep', 'etc', 'child', 'smooth', 'trip', 'possible', 'ny', 'golden', 'smooth', 'silk', 'eat', 'sleep', 'land', 'trouble', 'figure', 'manage', 'bangalore', 'slight', 'nightmare', 'begin', 'start', 'scream', 'top', 'lung', 'plan', 'entertainment', 'lose', 'transport', 'ipad', 'pre', 'download', 'hrs', 'cocomelon', 'reject', 'toy', 'food', 'lady', 'behind', 'wife', 'whole', 'forth', 'hr', 'cry', 'body', 'experience', 'son', 'miserable', 'sleep', 'deprivation', 'ear', 'bother', 'inconsolable', 'friend', 'behind', 'credit', 'along', 'add', 'fuel', 'fire', 'bright', 'spot', 'review', 'credit', 'credit', 'due', 'simply', 'empathetic', 'supportive', 'support', 'multiple', 'occasion', 'be', 'provide', 'food', 'supply', 'available', 'btw', 'children', 'eye', 'cover', 'interesting', 'anyway', 'be', 'hero', 'wife', 'immediate', 'psychiatric', 'therapy', 'difficult', 'day', 'salute', 'day', 'save', 'truly', 'grateful', 'remember', 'day', 'difficulty', 'son', 'care', 'help', 'receive']","['amazing', 'crew']",Thursday,8,2022
1,16,7,-0.3,-1.0,0.6,1.0,"['rude', 'stewardess', 'harassment', 'legroom', 'shrink', 'people', 'treat', 'animal']","['bad', 'streak', 'arrogance']",Thursday,8,2022
1,65,2,0.0,-1.0,0.0,1.0,"['miss', 'baggage', 'deliver', 'day', 'respond', 'customer', 'care', 'number', 'indian', 'government', 'office', 'water', 'almost', 'hour', 'couple', 'light', 'courtesy']","['bad', 'airline']",Tuesday,8,2022
1,132,20,-0.0571428571428571,0.3571428571428571,0.5841991341991342,0.5357142857142857,"['cancel', 'fair', 'enough', 'leave', 'help', 'day', 'year', 'gabinete', 'consumidor', 'june', 'th', 'decision', 'prove', 'right', 'complaint', 'close', 'touch', 'file', 'civil', 'claim', 'money', 'gabinete', 'consumidor', 'state', 'intiteld', 'lawyer', 'unfortunately', 'practice', 'denmark', 'family', 'travelleling', 'chronically', 'sick', 'child', 'diabete', 'medicine', 'constantly', 'recieve', 'help', 'add', 'shame']","['do', 'not', 'answer', 'mail', 'ignore', 'decision', 'gabinete', 'consumidor', 'say', 'right', 'refund']",Monday,8,2022
5,135,5,0.4541666666666666,0.0,0.5185185185185185,0.0,"['fly', 'nuremberg', 'germany', 'connect', 'edinburgh', 'meetings', 'conference', 'glasgow', 'august', 'suppose', 'depart', 'hrs', 'delay', 'sure', 'miss', 'edinburgh', 'arrive', 'edinburgh', 'be', 'miss', 'besides', 'miss', 'enjoyable', 'smooth', 'thank', 'team', 'specifically', 'captain', 'manage', 'feel', 'ease', 'anxiety', 'first', 'scotland', 'lovely', 'stuff', 'guy', 'keep', 'kudo', 'checkin', 'desk', 'leave', 'germany', 'speak', 'english']","['do', 'not', 'miss', 'connection']",Monday,8,2022
1,221,9,0.1412755102040816,0.0,0.6347448979591837,0.0,"['summer', 'trip', 'europe', 'fly', 'lose', 'bag', 'understand', 'grace', 'bag', 'lose', 'summer', 'shortage', 'employee', 'however', 'refuse', 'help', 'bag', 'los', 'weeks', 'day', 'filll', 'form', 'reimbursement', 'fill', 'week', 'word', 'certainly', 'send', 'reimbursement', 'finally', 'phone', 'hour', 'hold', 'claim', 'dept', 'finally', 'contact', 'inc', 'tact', 'via', 'phone', 'direct', 'email', 'claim', 'dept', 'stuck', 'd', 'ever', 'care', 'help', 'week', 'clothe', 'toiletry', 'bag', 'replace', 'fund', 'disappoint', 'highly', 'recommend', 'choose', 'different', 'communication', 'care', 'client']","['lose', 'luggage', 'never', 'contact']",Monday,8,2022
5,54,5,-0.0512499999999999,0.8,0.5579166666666667,0.75,"['suppose', 'connect', 'fly', 'copa', 'panama', 'copa', 'cancel', 'suggest', 'frequent', 'traveler', 'prefer', 'due', 'also', 'generally', 'entertainment', 'checkin', 'leg', 'room']","['great', 'airline', 'great', 'staff']",Saturday,8,2022
3,134,7,-0.0681618923611111,0.0,0.45,0.0,"['love', 'travel', 'love', 'lounge', 'access', 'choose', 'travel', 'spoil', 'cheap', 'recent', 'trip', 'parisother', 'europe', 'purchase', 'lounge', 'access', 'impression', 'serve', 'lounge', 'trip', 'lax', 'lounge', 'common', 'lounge', 'cdg', 'lack', 'enough', 'transfer', 'return', 'leg', 'cdg', 'closed', 'send', 'email', 'letter', 'request', 'refund', 'month', 'receive', 'response', 'purchase', 'lounge', 'access', 'frustrating']","['air', 'france', 'air', 'france', 'lounge', 'lax']",Friday,8,2022
5,118,2,0.31875,0.0,0.5479166666666666,0.0,"['wife', 'smooth', 'write', 'incident', 'arrive', 'cdg', 'amman', 'jordan', 'tarom', 'arrive', 'th', 'august', 'afternoon', 'bag', 'arrive', 'lose', 'baggage', 'claim', 'lady', 'handle', 'claim', 'thorough', 'professional', 'extremely', 'sweet', 'deal', 'name', 'personal', 'detail', 'hope', 'recognise', 'thank', 'behalf', 'comfortable', 'confident', 'bag', 'deliver', 'hotel', 'thank']","['lose', 'bag']",Thursday,8,2022
1,24,13,-0.1666666666666666,-0.5,0.6666666666666666,0.75,"['can', 'thru', 'web', 'site', 'message', 'sorry', 'unable', 'load', 'fare']","['sorry', 'unable', 'load', 'fare', 'completing', 'fill', 'detail']",Thursday,8,2022
1,123,5,-0.0017857142857142,-1.0,0.7044642857142858,1.0,"['absolutely', 'useless', 'add', 'bag', 'website', 'app', 'somehow', 'add', 'bagsthe', 'magic', 'number', 'bag', 'person', 'travel', 'add', 'bag', 'donate', 'money', 'charity', 'though', 'finally', 'proceed', 'add', 'bag', 'money', 'account', 'charity', 'bag', 'phone', 'automate', 'voice', 'can', 'help', 'anyone', 'right', 'sorry', 'please', 'app', 'absolutely', 'shambolic', 'd', 'recommend', 'row', 'boat', 'across', 'english', 'channel', 'fly', 'hope', 'help', 'sam']","['bad', 'airline', 'time']",Thursday,8,2022
1,48,2,0.0666666666666666,-0.9099999999999998,0.3999999999999999,0.8666666666666667,"['s', 'ever', 'far', 'customer', 'talk', 'frech', 'though', 'poeple', 'speak', 'english', 'thry', 'racist', 'treat', 'french', 'bettter', 'americans', 'recommend']",['bad'],Wednesday,8,2022
1,25,4,-0.5599999999999998,-0.15,0.5466666666666666,0.2,"['world', 'deteriorate', 'food', 'useless', 'company', 'nightmare', 'man', 'terror', 'vulture', 'thief']","['plane', 'ruin']",Wednesday,8,2022
1,115,8,0.1066666666666666,0.0,0.36,0.0,"['wife', 'son', 'fly', 'casablanca', 'boston', 'boston', 'none', 'bag', 'arrive', 'available', 'talk', 'twice', 'bag', 'manager', 'ticket', 'counter', 'rude', 'helpful', 'rid', 'quick', 'bag', 'custom', 'th', 'busy', 'care', 'bag', 'frustration']","['air', 'france', 'lose', 'piece', 'luggage']",Tuesday,8,2022
1,58,6,0.3666666666666667,0.0,0.5333333333333333,0.0,"['edit', 'change', 'consent', 'change', 'be', 'possiblee', 'speak', 'manager', 'since', 'error', 'cause', 'trouble', 'manager', 'anything', 'hang', 'unprofessional', 'customer', 'I', 've', 'ever', 'experience']","['unprofessional', 'hung']",Monday,8,2022
1,85,11,-0.0607142857142857,-0.3,0.3773809523809524,0.2,"['overall', 'experience', 'sfo', 'cdg', 'travel', 'hour', 'agent', 'cdg', 'ber', 'single', 'force', 'carryon', 'other', 'continue', 'repack', 'bag', 'last', 'minute', 'luggage', 'lose', 'unfortunate', 'distance', 'traveler', 'plenty', 'people', 'carryon']","['gate', 'agent', 'force', 'we', 'check', 'carryon', 'connect', 'flight']",Saturday,8,2022
3,56,3,0.0719444444444444,-0.275,0.4858333333333333,0.5,"['night', 'quick', 'depart', 'full', 'plenty', 'space', 'cabin', 'luggage', 'food', 'drink', 'seat', 'comfortable', 'stretch', 'leg', 'fully', 'unfortunate', 'seat', 'front', 'inch', 'damaged', 'arrive', 'minute']","['average', 'poor']",Thursday,7,2022
